	0	1	2	3	4	5	6	7	8	9	10
0	2.3038573265075684	-0.7776469588279724	-0.658155620098114	-0.5011987686157227	-0.4591115117073059	-0.758589506149292	0.16955627501010895	1.0333096981048584	-0.8358256816864014	-0.7308474183082581	-0.8103983402252197
1	1.9698750972747803	-0.7725304961204529	-0.65915846824646	-0.5071135759353638	-0.4601474106311798	-0.7559453248977661	0.22079062461853027	0.8414459228515625	-0.6141232848167419	-0.7115028500556946	-0.5057529211044312
2	1.6914862394332886	-0.7732613682746887	-0.6626683473587036	-0.5148482322692871	-0.45289602875709534	-0.758589506149292	0.2629682719707489	0.6821057200431824	-0.5226497054100037	-0.6654173135757446	-0.3253664970397949
3	1.4362611770629883	-0.7671703100204468	-0.662166953086853	-0.5316826105117798	-0.4622192680835724	-0.769887387752533	0.308509886264801	0.5227654576301575	-0.47534558176994324	-0.644934892654419	-0.2588571012020111
4	1.193671464920044	-0.7591301202774048	-0.672195315361023	-0.5312276482582092	-0.4601474106311798	-0.7780603170394897	0.3400785028934479	0.39115846157073975	-0.4428596496582031	-0.6255903244018555	-0.2426353096961975
5	0.9835109114646912	-0.749627947807312	-0.6691867709159851	-0.5303176641464233	-0.4591115117073059	-0.7694066166877747	0.366730660200119	0.27215754985809326	-0.41122859716415405	-0.602832019329071	-0.24425746500492096
6	0.7948299050331116	-0.7391512393951416	-0.6676825284957886	-0.5430572628974915	-0.46429112553596497	-0.7749353647232056	0.3913128674030304	0.15063536167144775	-0.3904261887073517	-0.5942976474761963	-0.2507461905479431
7	0.6385782957077026	-0.7445114254951477	-0.6641726493835449	-0.557616651058197	-0.47827601432800293	-0.7795026302337646	0.4254690408706665	0.04474471136927605	-0.36278462409973145	-0.5752376317977905	-0.27215901017189026
8	0.4873807728290558	-0.7384203672409058	-0.6471244096755981	-0.5503369569778442	-0.46947067975997925	-0.7770987749099731	0.4451347589492798	-0.044505998492240906	-0.34426194429397583	-0.5539016723632812	-0.2844875454902649
9	0.36313775181770325	-0.7337910532951355	-0.6441159248352051	-0.5403273105621338	-0.489153116941452	-0.7653201818466187	0.46402421593666077	-0.12241119891405106	-0.3300136923789978	-0.5348417162895203	-0.30330485105514526
10	0.24479085206985474	-0.7328165769577026	-0.658155620098114	-0.5480620265007019	-0.4875992238521576	-0.7706084847450256	0.4785146713256836	-0.18745838105678558	-0.29866763949394226	-0.51009202003479	-0.3331529498100281
11	0.14244817197322845	-0.7240453958511353	-0.6611641049385071	-0.5339575409889221	-0.4834555685520172	-0.765560507774353	0.5015442371368408	-0.24821946024894714	-0.271026074886322	-0.49330779910087585	-0.36624544858932495
